ツイート本文,ツイート本文_x,時間,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,返信,ユーザープロフィールクリック,URLクリック数,ハッシュタグクリック,詳細クリック,フォローしている,メディアの再生数,メディアのエンゲージメント数,media_exist,reply_flg,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
"なかなか構ってくれない飼い主にイライラするみるく🐶

#犬 #犬好きさんと繋がりたい #犬好きな人と繋がりたい #いぬすたぐらむ #トイプードル https://t.co/MlZcCCSv2W",なかなか構ってくれない飼い主にイライラするみるく🐶  犬 犬好きさんと繋がりたい 犬好きな人と繋がりたい いぬすたぐらむ トイプードル ,2020-03-21 22:29:00+00:00,206.0,4.0,2156.0,314.0,0.1456400742115028,1.0,44.0,0.0,2.0,17.0,0,498,40,True,False,68,20200321,2020,3,21,22,5,12
@Lu9bJmkWJx7YR1X 可愛いて言っていただいて嬉しいです💞, 可愛いて言っていただいて嬉しいです💞,2020-03-19 02:21:00+00:00,1.0,0.0,35.0,1.0,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,19,20200319,2020,3,19,2,3,12
"@aikenbu こちらこそありがとうございます❤
これから仲良くしていただけたら嬉しいです💞", こちらこそありがとうございます❤ これから仲良くしていただけたら嬉しいです💞,2020-03-19 02:21:00+00:00,1.0,0.0,38.0,1.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,39,20200319,2020,3,19,2,3,12
"@chihuahua_7 私も、まだまだ初心者で分からないこと多いですよ😂
これからよろしくお願いします💞", 私も、まだまだ初心者で分からないこと多いですよ😂 これからよろしくお願いします💞,2020-03-18 05:23:00+00:00,1.0,0.0,56.0,3.0,0.0535714285714285,0.0,2.0,0.0,0.0,0.0,0,0,0,False,True,41,20200318,2020,3,18,5,2,12
@k10300508 よろしくお願いします💞, よろしくお願いします💞,2020-03-18 05:22:00+00:00,1.0,0.0,20.0,2.0,0.1,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200318,2020,3,18,5,2,12
@Happinesstouch1 よろしくお願いします🥰, よろしくお願いします🥰,2020-03-18 05:22:00+00:00,1.0,0.0,44.0,2.0,0.0454545454545454,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200318,2020,3,18,5,2,12
"おはようございます☀
朝から寂しがり屋なみるくの開けてアピール笑

さみしいよ〜開けて開けて〜🐶

#犬 #犬好きな人と繋がりたい #犬好きさんと繋がりたい #トイプードル https://t.co/qnvBffeHPX",おはようございます☀ 朝から寂しがり屋なみるくの開けてアピール笑  さみしいよ〜開けて開けて〜🐶  犬 犬好きな人と繋がりたい 犬好きさんと繋がりたい トイプードル ,2020-03-17 22:16:00+00:00,282.0,5.0,3955.0,443.0,0.1120101137800252,3.0,67.0,0.0,2.0,11.0,0,848,73,True,False,83,20200317,2020,3,17,22,1,12
"@matsu_z50 こちらこそありがとうございます❤
よろしくお願いします💞
これから仲良くしていただけたら嬉しいです🥰", こちらこそありがとうございます❤ よろしくお願いします💞 これから仲良くしていただけたら嬉しいです🥰,2020-03-17 19:25:00+00:00,1.0,0.0,47.0,2.0,0.0425531914893617,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,51,20200317,2020,3,17,19,1,12
"@k10300508 こちらこそありがとうございます❤
よろしくお願いします💞
これから仲良くしていただけたら嬉しいです🥰", こちらこそありがとうございます❤ よろしくお願いします💞 これから仲良くしていただけたら嬉しいです🥰,2020-03-17 19:24:00+00:00,1.0,0.0,26.0,2.0,0.0769230769230769,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,51,20200317,2020,3,17,19,1,12
@Happinesstouch1 ありがとうございます❤, ありがとうございます❤,2020-03-17 19:24:00+00:00,1.0,0.0,42.0,2.0,0.0476190476190476,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200317,2020,3,17,19,1,12
"@e0IKLchvjqYp8Bd ありがとうございます💓笑
目指します✨😏", ありがとうございます💓笑 目指します✨😏,2020-03-17 01:23:00+00:00,1.0,0.0,27.0,2.0,0.074074074074074,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,21,20200317,2020,3,17,1,1,12
"@Happinesstouch1 こちらこそありがとうございます❤
よろしくお願いします💞
これから仲良くしてくれたら嬉しい限りです🥰", こちらこそありがとうございます❤ よろしくお願いします💞 これから仲良くしてくれたら嬉しい限りです🥰,2020-03-17 01:23:00+00:00,1.0,0.0,79.0,2.0,0.0253164556962025,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,51,20200317,2020,3,17,1,1,12
"@ZNyZ9R8y4Aqs8Hu こちらこそありがとうございます❤
よろしくお願いします💞
これから仲良くして下さい🥰", こちらこそありがとうございます❤ よろしくお願いします💞 これから仲良くして下さい🥰,2020-03-17 01:23:00+00:00,1.0,0.0,21.0,1.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,43,20200317,2020,3,17,1,1,12
"@kurofujimaru こちらこそありがとうございます❤
愛するみるくを可愛いて言っていただき嬉しい限りです🥰
これから仲良くして下さい💞", こちらこそありがとうございます❤ 愛するみるくを可愛いて言っていただき嬉しい限りです🥰 これから仲良くして下さい💞,2020-03-17 01:22:00+00:00,1.0,0.0,31.0,1.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,58,20200317,2020,3,17,1,1,12
@e0IKLchvjqYp8Bd そしたら、みるく最強ですね🤣🤣, そしたら、みるく最強ですね🤣🤣,2020-03-16 11:37:00+00:00,1.0,0.0,37.0,2.0,0.054054054054054,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,16,20200316,2020,3,16,11,0,12
"@tury21702354 こちらこそありがとうございます❤
よかったら仲良くして下さい🥰", こちらこそありがとうございます❤ よかったら仲良くして下さい🥰,2020-03-16 11:37:00+00:00,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,32,20200316,2020,3,16,11,0,12
@narcheam ホリホリ選手権1位なれそうです✨, ホリホリ選手権位なれそうです✨,2020-03-16 06:56:00+00:00,1.0,0.0,35.0,2.0,0.0571428571428571,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,16,20200316,2020,3,16,6,0,12
@e0IKLchvjqYp8Bd 最強ですね💞笑, 最強ですね💞笑,2020-03-16 06:56:00+00:00,2.0,0.0,43.0,5.0,0.1162790697674418,1.0,0.0,0.0,0.0,2.0,0,0,0,False,True,8,20200316,2020,3,16,6,0,12
"@jW1KsZr0tEq9sxN こんにちは💞
ママを敵と認識するんですね🥰
みるくもそうなのかもしれないです😌", こんにちは💞 ママを敵と認識するんですね🥰 みるくもそうなのかもしれないです😌,2020-03-16 06:56:00+00:00,1.0,0.0,61.0,2.0,0.0327868852459016,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,40,20200316,2020,3,16,6,0,12
@BBCS_MrY_SN そうなんですね‼︎, そうなんですね‼︎,2020-03-15 20:13:00+00:00,2.0,0.0,28.0,2.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,10,20200315,2020,3,15,20,6,11
@N2qlUTLyLw0TQkl ドヤるの得意なんです😂笑, ドヤるの得意なんです😂笑,2020-03-15 20:10:00+00:00,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,13,20200315,2020,3,15,20,6,11
@nUvaoCDLwLFImf5 気づいてない可愛さです😂, 気づいてない可愛さです😂,2020-03-15 20:09:00+00:00,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,13,20200315,2020,3,15,20,6,11
@nUvaoCDLwLFImf5 そうなんです🥰, そうなんです🥰,2020-03-15 20:08:00+00:00,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,8,20200315,2020,3,15,20,6,11
@nUvaoCDLwLFImf5 消毒剤とかかかってるから余計ダメですよね😥, 消毒剤とかかかってるから余計ダメですよね😥,2020-03-15 20:08:00+00:00,0.0,0.0,18.0,1.0,0.0555555555555555,0.0,0.0,0.0,0.0,1.0,0,0,0,False,True,22,20200315,2020,3,15,20,6,11
@nUvaoCDLwLFImf5 肉球ぷにぷになんです💓, 肉球ぷにぷになんです💓,2020-03-15 12:26:00+00:00,0.0,0.0,27.0,2.0,0.074074074074074,1.0,1.0,0.0,0.0,0.0,0,0,0,False,True,12,20200315,2020,3,15,12,6,11
@nUvaoCDLwLFImf5 春日ですね🤣🤣, 春日ですね🤣🤣,2020-03-15 12:26:00+00:00,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,8,20200315,2020,3,15,12,6,11
@nUvaoCDLwLFImf5 毛深い赤ちゃん👶, 毛深い赤ちゃん👶,2020-03-15 12:25:00+00:00,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,9,20200315,2020,3,15,12,6,11
@nUvaoCDLwLFImf5 ほんとは雑草は身体に悪いんですよね😥, ほんとは雑草は身体に悪いんですよね😥,2020-03-15 12:25:00+00:00,0.0,0.0,19.0,1.0,0.0526315789473684,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,19,20200315,2020,3,15,12,6,11
@nUvaoCDLwLFImf5 みるくの気持ち知りたいですね🥰, みるくの気持ち知りたいですね🥰,2020-03-15 12:25:00+00:00,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,16,20200315,2020,3,15,12,6,11
@nUvaoCDLwLFImf5 耳のピンクと目の周りのピンク色が私はすっごく愛おしい部位なんです🥺, 耳のピンクと目の周りのピンク色が私はすっごく愛おしい部位なんです🥺,2020-03-15 12:24:00+00:00,0.0,0.0,26.0,1.0,0.0384615384615384,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,34,20200315,2020,3,15,12,6,11
@ria07303 急に見つめては、ホリホリし始めました笑, 急に見つめては、ホリホリし始めました笑,2020-03-15 12:23:00+00:00,1.0,0.0,31.0,1.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,20,20200315,2020,3,15,12,6,11
"@BBCS_MrY_SN そうなんですね!
そう考えるとさらに愛おしいです🥺😂", そうなんですね そう考えるとさらに愛おしいです🥺😂,2020-03-15 12:23:00+00:00,1.0,0.0,18.0,1.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,26,20200315,2020,3,15,12,6,11
@JjRP0AHH1WiXk6R ほんとにそうです😂, ほんとにそうです😂,2020-03-15 12:23:00+00:00,1.0,0.0,29.0,1.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,10,20200315,2020,3,15,12,6,11
@coco_syoleo ホリホリしたら出てくると思ったのですかね😂, ホリホリしたら出てくると思ったのですかね😂,2020-03-15 12:23:00+00:00,1.0,0.0,25.0,2.0,0.08,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,22,20200315,2020,3,15,12,6,11
@e0IKLchvjqYp8Bd 私も負けちゃいます🤣, 私も負けちゃいます🤣,2020-03-15 12:22:00+00:00,1.0,0.0,40.0,2.0,0.05,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,11,20200315,2020,3,15,12,6,11
@BBCS_MrY_SN なるほど、たしかにそうかも知れないですね🤔, なるほど、たしかにそうかも知れないですね🤔,2020-03-15 12:21:00+00:00,1.0,0.0,68.0,2.0,0.0294117647058823,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,22,20200315,2020,3,15,12,6,11
@e0IKLchvjqYp8Bd ボクサー犬いいですね😂, ボクサー犬いいですね😂,2020-03-15 09:52:00+00:00,1.0,0.0,96.0,2.0,0.0208333333333333,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200315,2020,3,15,9,6,11
@oneonhouse ずっと自分に向かってホリホリしてるんです🤣🤣, ずっと自分に向かってホリホリしてるんです🤣🤣,2020-03-15 09:51:00+00:00,1.0,0.0,81.0,1.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,23,20200315,2020,3,15,9,6,11
"鏡の中の自分をホリホリ🐶

#犬 #犬好きさんと繋がりたい #犬好きな人と繋がりたい #いぬすたぐらむ #トイプードル https://t.co/DxJoDH62V4",鏡の中の自分をホリホリ🐶  犬 犬好きさんと繋がりたい 犬好きな人と繋がりたい いぬすたぐらむ トイプードル ,2020-03-15 00:55:00+00:00,472.0,16.0,6800.0,799.0,0.1175,13.0,89.0,0.0,9.0,30.0,0,1897,170,True,False,55,20200315,2020,3,15,0,6,11
"@Wandafull777 ありがとうございます❤
こちらこそ、よろしくお願いします🥰", ありがとうございます❤ こちらこそ、よろしくお願いします🥰,2020-03-14 03:13:00+00:00,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,30,20200314,2020,3,14,3,5,11
"ぴょこぴょこぴょこぴょこ🐶

#犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬがどんどんすきになる #トイプードル  #可愛い #癒しわんこ https://t.co/yd5f7coaZT",ぴょこぴょこぴょこぴょこ🐶  犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬがどんどんすきになる トイプードル  可愛い 癒しわんこ ,2020-03-13 13:44:00+00:00,173.0,1.0,2404.0,261.0,0.1085690515806988,2.0,40.0,0.0,2.0,7.0,0,516,36,True,False,76,20200313,2020,3,13,13,4,11
"@happyai99 こちらこそありがとうございます❤
よかったら仲良くして下さい💞
よろしくお願いします🥰", こちらこそありがとうございます❤ よかったら仲良くして下さい💞 よろしくお願いします🥰,2020-03-13 13:41:00+00:00,1.0,0.0,52.0,2.0,0.0384615384615384,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,44,20200313,2020,3,13,13,4,11
"@ria07303 ありがとうございます❤
とても嬉しいです🥰
そうなんです😂
いろいろ楽しかったのか行きと全く別のわんちゃんみたいに帰りは疲れちゃってます😂", ありがとうございます❤ とても嬉しいです🥰 そうなんです😂 いろいろ楽しかったのか行きと全く別のわんちゃんみたいに帰りは疲れちゃってます😂,2020-03-13 13:39:00+00:00,1.0,0.0,45.0,1.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,70,20200313,2020,3,13,13,4,11
"@nakochoko1 こちらこそありがとうございます❤
よろしくお願いします🥰", こちらこそありがとうございます❤ よろしくお願いします🥰,2020-03-13 13:35:00+00:00,2.0,0.0,29.0,4.0,0.1379310344827586,0.0,2.0,0.0,0.0,0.0,0,0,0,False,True,29,20200313,2020,3,13,13,4,11
"@tantan_pomepoo こちらこそありがとうございます😊
これからよろしくお願いします🤲", こちらこそありがとうございます😊 これからよろしくお願いします🤲,2020-03-12 18:33:00+00:00,1.0,0.0,34.0,3.0,0.088235294117647,0.0,2.0,0.0,0.0,0.0,0,0,0,False,True,33,20200312,2020,3,12,18,3,11
"おはようございます☀
布団から鼻だけ出して呼吸する朝から可愛すぎるみるくでした🐶

#同じベッドで寝る #犬 #犬好きさんと繋がりたい #犬好きな人と繋がりたい #トイプードル https://t.co/9D8nT5eOhT",おはようございます☀ 布団から鼻だけ出して呼吸する朝から可愛すぎるみるくでした🐶  同じベッドで寝る 犬 犬好きさんと繋がりたい 犬好きな人と繋がりたい トイプードル ,2020-03-11 23:06:00+00:00,127.0,0.0,1314.0,198.0,0.1506849315068493,2.0,27.0,0.0,4.0,12.0,0,302,26,True,False,84,20200311,2020,3,11,23,2,11
"🐶『ドッグランのおもちゃ🌞
 投げて投げてっ!!』

🙋‍♀️『はーい！取っておいで!!』

🐶『うぇーい!   やっふぉーい!
と思わせといて持っていきませーん。』

🙋‍♀️『……うん。』

#犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬがどんどんすきになる #トイプードル  #可愛い https://t.co/kH7f3Db90Z",🐶『ドッグランのおもちゃ🌞  投げて投げてっ』  🙋‍♀️『はーい取っておいで』  🐶『うぇーい   やっふぉーい と思わせといて持っていきませーん。』  🙋‍♀️『……うん。』  犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬがどんどんすきになる トイプードル  可愛い ,2020-03-11 11:54:00+00:00,114.0,1.0,1346.0,161.0,0.1196136701337295,0.0,17.0,0.0,2.0,6.0,0,279,21,True,False,146,20200311,2020,3,11,11,2,11
"@ria07303 こちらこそありがとうございます❤
ペロンペロンしてます😂
よかったら仲良くしてください☺️
よろしくお願いします🥰", こちらこそありがとうございます❤ ペロンペロンしてます😂 よかったら仲良くしてください☺️ よろしくお願いします🥰,2020-03-11 11:47:00+00:00,1.0,0.0,22.0,1.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,58,20200311,2020,3,11,11,2,11
"@rein_0207 こちらこそありがとうございます❤
よろしくお願いします☺️", こちらこそありがとうございます❤ よろしくお願いします☺️,2020-03-11 11:46:00+00:00,1.0,0.0,62.0,1.0,0.0161290322580645,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,30,20200311,2020,3,11,11,2,11
"@kaiken_ryouma こちらこそありがとうございます❤
よかったら仲良くしてください💞
よろしくお願いします☺️", こちらこそありがとうございます❤ よかったら仲良くしてください💞 よろしくお願いします☺️,2020-03-11 11:46:00+00:00,1.0,0.0,75.0,2.0,0.0266666666666666,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,46,20200311,2020,3,11,11,2,11
"怒られたあと🤣
🙋『おて！』

🐶『ぺろん👅』

おてって言ったら舌だし行為繰り返すように😂

#犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬがどんどんすきになる #トイプードル  #可愛い #癒しわんこ #おて https://t.co/P10SgxLJcS",怒られたあと🤣 🙋『おて』  🐶『ぺろん👅』  おてって言ったら舌だし行為繰り返すように😂  犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬがどんどんすきになる トイプードル  可愛い 癒しわんこ おて ,2020-03-10 03:04:00+00:00,98.0,0.0,968.0,159.0,0.1642561983471074,2.0,26.0,0.0,3.0,2.0,0,200,28,True,False,111,20200310,2020,3,10,3,1,11
"@ITESA4 こちらこそありがとうございます❤
よかったらこれから仲良くしていただけたら嬉しいです🥰", こちらこそありがとうございます❤ よかったらこれから仲良くしていただけたら嬉しいです🥰,2020-03-10 02:52:00+00:00,1.0,0.0,62.0,1.0,0.0161290322580645,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,44,20200310,2020,3,10,2,1,11
"真夜中の海岸でわんこデートしてきました！

https://t.co/CDr3BfBk5K

#わんこ #デート #犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬがどんどんすきになる #トイプードル  #可愛い #癒しわんこ https://t.co/cy2KZg2Jt3",真夜中の海岸でわんこデートしてきました    わんこ デート 犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬがどんどんすきになる トイプードル  可愛い 癒しわんこ ,2020-03-09 16:54:00+00:00,101.0,1.0,966.0,147.0,0.1521739130434782,0.0,22.0,0.0,4.0,2.0,0,240,17,True,False,92,20200309,2020,3,9,16,0,11
"@animals_61 そうですよね😥
ありがとうございます💞
画期的な方法見つけたいです✨", そうですよね😥 ありがとうございます💞 画期的な方法見つけたいです✨,2020-03-09 14:50:00+00:00,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,35,20200309,2020,3,9,14,0,11
"@animals_61 そうなんです😭
なかなか取れなくて😔
何かいい方法ありますか?", そうなんです😭 なかなか取れなくて😔 何かいい方法ありますか,2020-03-09 08:53:00+00:00,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,31,20200309,2020,3,9,8,0,11
"大好きなことをいっぱい楽しんだみるく🐶
今日は早めのおやすみです😪

最高の犬デート
→ YouTube動画 https://t.co/Qouxi1dzIK

#ドライブ #ドッグラン #カフェ #公園 #犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬいどんどんすきになる #トイプード https://t.co/CQf3croGSd",大好きなことをいっぱい楽しんだみるく🐶 今日は早めのおやすみです😪  最高の犬デート → 動画   ドライブ ドッグラン カフェ 公園 犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬいどんどんすきになる トイプード ,2020-03-08 21:13:00+00:00,74.0,0.0,1607.0,107.0,0.0665836963285625,0.0,11.0,3.0,2.0,0.0,0,205,17,True,False,117,20200308,2020,3,8,21,6,10
"今日は楽しかったなぁ。😆
疲れちゃった〜😪

#犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬいどんどんすきになる #トイプードル https://t.co/jDLpwiVUJF",今日は楽しかったなぁ。😆 疲れちゃった〜😪  犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬいどんどんすきになる トイプードル ,2020-03-08 20:42:00+00:00,166.0,0.0,2191.0,238.0,0.108626198083067,0.0,47.0,0.0,4.0,0.0,0,397,21,True,False,73,20200308,2020,3,8,20,6,10
"おむつしてるのにマーキング🤣
からの全く関係ない方向への砂かけ🤣🤣

#犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬいどんどんすきになる #トイプードル https://t.co/PhFlvsMc2c",おむつしてるのにマーキング🤣 からの全く関係ない方向への砂かけ🤣🤣  犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬいどんどんすきになる トイプードル ,2020-03-08 20:37:00+00:00,171.0,3.0,3536.0,319.0,0.0902149321266968,0.0,49.0,1.0,8.0,4.0,0,939,83,True,False,85,20200308,2020,3,8,20,6,10
"ペットOKのカフェでランチをとるみるく🥰
ご機嫌さんです😆

#犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬいどんどんすきになる #トイプードル https://t.co/ZR6dpWtsAO",ペットのカフェでランチをとるみるく🥰 ご機嫌さんです😆  犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬいどんどんすきになる トイプードル ,2020-03-08 20:30:00+00:00,96.0,0.0,1292.0,154.0,0.1191950464396284,0.0,32.0,0.0,0.0,0.0,0,258,26,True,False,79,20200308,2020,3,8,20,6,10
"みるくとドライブして公園・カフェ・ドッグランに行った一日を動画にしました！

よければ見てってください🙇‍♀️

YouTube動画 https://t.co/Qouxi0VYka

#犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬいどんどんすきになる #トイプードル https://t.co/My8Cm3jXu2",みるくとドライブして公園・カフェ・ドッグランに行った一日を動画にしました  よければ見てってください🙇‍♀️  動画   犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬいどんどんすきになる トイプードル ,2020-03-08 20:20:00+00:00,144.0,3.0,2471.0,257.0,0.1040064751112909,8.0,19.0,40.0,2.0,10.0,0,31,31,True,False,111,20200308,2020,3,8,20,6,10
"ドライブ中に窓から顔を出して、３秒に1回鼻をペロペロして潤すみるく

#ドライブ #犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬいどんどんすきになる #トイプードル https://t.co/NUFEDGT2gz",ドライブ中に窓から顔を出して、秒に回鼻をペロペロして潤すみるく  ドライブ 犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬいどんどんすきになる トイプードル ,2020-03-08 20:08:00+00:00,57.0,0.0,884.0,104.0,0.1176470588235294,1.0,28.0,0.0,0.0,1.0,0,180,17,True,False,88,20200308,2020,3,8,20,6,10
"みるく、もうちょっと上手くやれたらいいね〜😂

#ドッグラン #大濠公園 #犬 #犬のいる暮らし #犬好きな人と繋がりたい #いぬすたぐらむ #いぬいどんどんすきになる #トイプードル https://t.co/CTObpICnU0",みるく、もうちょっと上手くやれたらいいね〜😂  ドッグラン 大濠公園 犬 犬のいる暮らし 犬好きな人と繋がりたい いぬすたぐらむ いぬいどんどんすきになる トイプードル ,2020-03-08 20:06:00+00:00,135.0,4.0,2472.0,224.0,0.0906148867313915,0.0,38.0,1.0,2.0,3.0,0,421,41,True,False,85,20200308,2020,3,8,20,6,10
"@narcheam ありがとうございます😊
ちょっとビビってましたけど、楽しんでもいたと思います🤣笑", ありがとうございます😊 ちょっとビビってましたけど、楽しんでもいたと思います🤣笑,2020-03-08 19:30:00+00:00,1.0,0.0,68.0,1.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,41,20200308,2020,3,8,19,6,10
"初のブランコ🙌

ほのぼの〜😌

#犬  #トイプードル #といぷーどる #トイプードル男の子 #犬好きな人と繋がりたい #可愛い #癒しわんこ #犬のいる暮らし https://t.co/AbdEhbyzyB",初のブランコ🙌  ほのぼの〜😌  犬  トイプードル といぷーどる トイプードル男の子 犬好きな人と繋がりたい 可愛い 癒しわんこ 犬のいる暮らし ,2020-03-08 08:47:00+00:00,334.0,7.0,5128.0,515.0,0.1004290171606864,3.0,85.0,0.0,5.0,14.0,1,1112,66,True,False,74,20200308,2020,3,8,8,6,10
@kiyo32208410 顔だけもふもふで、体は先日5ミリにカットしたばかりなんです🤣🤣, 顔だけもふもふで、体は先日ミリにカットしたばかりなんです🤣🤣,2020-03-08 08:40:00+00:00,1.0,0.0,41.0,1.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,31,20200308,2020,3,8,8,6,10
"@kiyo32208410 骨をどんな所からでも探して持ってくるんです😂
もっとほかのところにその能力を使ってくれたら嬉しいんですが…🤣", 骨をどんな所からでも探して持ってくるんです😂 もっとほかのところにその能力を使ってくれたら嬉しいんですが…🤣,2020-03-08 08:39:00+00:00,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,55,20200308,2020,3,8,8,6,10
"@ninjya96neko こちらこそありがとうございます❤
音のないおならは本当に臭いです🤣

よろしかったらこれから仲良くさせていただきたいです💞", こちらこそありがとうございます❤ 音のないおならは本当に臭いです🤣  よろしかったらこれから仲良くさせていただきたいです💞,2020-03-07 22:58:00+00:00,1.0,0.0,37.0,1.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,62,20200307,2020,3,7,22,5,10
@k7Erb4I8NuoVfs1 おばあちゃん犬可愛いです🥰, おばあちゃん犬可愛いです🥰,2020-03-07 22:56:00+00:00,1.0,0.0,14.0,1.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,14,20200307,2020,3,7,22,5,10
"@k7Erb4I8NuoVfs1 こちらこそありがとうございます！
なまえ一緒なんですね！8歳のミルクちゃんもすごく可愛いです！！
これから宜しくお願いします😊", こちらこそありがとうございます なまえ一緒なんですね歳のミルクちゃんもすごく可愛いです これから宜しくお願いします😊,2020-03-07 15:27:00+00:00,1.0,0.0,39.0,2.0,0.0512820512820512,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,59,20200307,2020,3,7,15,5,10
"今日も今日とて骨隠し🦴
敷布団のシーツでは砂のようにはいきません🐶😅

#犬 #犬のいる生活 #犬好きな人と繋がりたい #トイプードル #犬の骨隠し https://t.co/jvfMnT4QjQ",今日も今日とて骨隠し🦴 敷布団のシーツでは砂のようにはいきません🐶😅  犬 犬のいる生活 犬好きな人と繋がりたい トイプードル 犬の骨隠し ,2020-03-07 15:20:00+00:00,125.0,1.0,1264.0,187.0,0.1479430379746835,0.0,28.0,0.0,3.0,7.0,0,335,23,True,False,70,20200307,2020,3,7,15,5,10
